IDRSSD,RCFD2930,RCFD2932,RCFD2938,RCFD3049,RCFD3066,RCFD3552,RCFD3553,RCFD3554,RCFD3646,RCFDB557,RCFDC011,RCFDC012,RCFDLB56,RCON2930,RCON2932,RCON2938,RCON3049,RCON3066,RCON3552,RCON3553,RCON3554,RCON3645,RCON3646,RCONB557,RCONC011,RCONC012,RCONLB56,TEXT3552,TEXT3553,TEXT3554,
1006148,,,,,,,,,,,,,,8092,0,4896,0,0,0,0,0,1266,1930,0,4046,0,0,Insurance Reserves,Deferred PPP Loan Fees,,
1006157,,,,,,,,,,,,,,949,0,0,0,0,0,0,0,292,657,0,0,0,0,,,,
1006513,,,,,,,,,,,,,,6484,0,4103,0,0,71,0,0,1079,1302,0,3761,0,0,Reserve sick time accrual,,,
1006559,,,,,,,,,,,,,,602,0,135,0,0,0,0,0,292,56,119,0,0,0,,,,
1006652,,,,,,,,,,,,,,1786,,0,0,,,,,1163,623,0,,,,,,,
1007015,,,,,,,,,,,,,,104408,,90366,0,,,,,2646,8832,2564,,,69064,,0,,
1007051,,,,,,,,,,,,,,677,0,0,141,0,0,0,0,250,277,9,0,0,0,,,,
1007154,,,,,,,,,,,,,,7472,0,4403,0,0,0,0,0,1102,1942,25,4285,0,0,,,,
1007417,,,,,,,,,,,,,,5470,0,3438,0,0,601,0,0,20,1817,195,0,0,0,FISERV RECON ADJUSTMENT,,,
1007734,,,,,,,,,,,,,,1861,0,874,0,0,0,0,0,438,396,153,253,0,576,,,,
1007752,,,,,,,,,,,,,,651,0,1,0,0,0,0,0,232,414,4,0,0,0,,,,
1007819,,,,,,,,,,,,,,28872,0,20500,0,0,0,0,0,2658,4680,1034,0,0,9848,,,,
1007873,,,,,,,,,,,,,,11844,0,11036,0,0,0,0,0,0,797,11,8082,0,0,,,,
1007930,,,,,,,,,,,,,,814,0,532,0,0,0,0,0,282,0,0,366,0,0,,,,
1007958,,,,,,,,,,,,,,193,0,0,0,0,0,0,0,118,75,0,0,0,0,,,,
1008076,,,,,,,,,,,,,,907,0,260,0,5,0,0,0,403,244,0,255,0,0,,,,
1008151,,,,,,,,,,,,,,335,0,14,0,0,0,0,0,166,155,0,0,0,0,,,,
1008209,,,,,,,,,,,,,,367,0,9,0,0,0,0,0,77,260,21,0,0,0,,,,
1008450,,,,,,,,,,,,,,234,0,0,21,0,0,0,0,111,77,25,0,0,0,,,,
1008553,,,,,,,,,,,,,,1040,0,415,0,0,0,0,0,529,96,0,370,0,0,,,,
1008674,,,,,,,,,,,,,,21169,0,17917,0,0,0,387,0,76,2944,232,6819,0,8292,,ACCRUED SERP,,
1008955,,,,,,,,,,,,,,551,0,0,0,0,0,0,0,406,145,0,0,0,0,,,,
1009242,,,,,,,,,,,,,,3046,0,19,0,0,17,0,0,1624,1315,88,0,0,0,Unclaimed Property,,,
1009354,,,,,,,,,,,,,,21663,,1189,0,,,,,4709,6911,8854,,,1016,,,,
1009756,,,,,,,,,,,,,,3081,0,2174,0,0,0,0,0,781,103,23,2139,0,0,,,,
1009840,,,,,,,,,,,,,,323,,7,0,,7,,,269,47,0,,,,RE Contract payments,,,
1010015,,,,,,,,,,,,,,726,0,25,0,0,0,0,0,188,513,0,0,0,0,,,,
1010574,,,,,,,,,,,,,,2506,0,1458,0,0,0,0,0,47,691,310,927,0,0,,,,
1011432,,,,,,,,,,,,,,1207,0,719,0,0,626,0,0,244,244,0,0,0,0,Pension PBO Liability,,,
1011526,,,,,,,,,,,,,,103889,,95476,0,,55077,,,5179,3231,3,,,,Loan Swap Liability,,,
1011553,,,,,,,,,,,,,,518,0,0,0,0,0,0,0,303,215,0,0,0,0,,,,
1011638,,,,,,,,,,,,,,6798,0,432,0,0,0,0,0,2980,2468,918,0,0,0,,,,
1011656,,,,,,,,,,,,,,2082,0,1,0,0,0,0,0,361,1720,0,0,0,0,,,,
1011852,,,,,,,,,,,,,,22,,0,0,,,,,16,6,0,,,,,,,
1011955,,,,,,,,,,,,,,4157,0,756,0,0,0,0,0,2143,1258,0,509,203,0,,,,
1012251,,,,,,,,,,,,,,4949,0,2861,0,0,0,0,0,1028,1060,0,2721,0,0,,,,
1012457,,,,,,,,,,,,,,459,0,213,0,0,0,0,0,133,98,15,213,0,0,,,,
1012671,,,,,,,,,,,,,,12075,0,8215,0,0,7098,0,0,56,3782,22,0,0,0,Directors Retirement,,,
1013070,,,,,,,,,,,,,,5900,,4716,0,,,,,305,477,402,4514,,191,,,,
1013650,,,,,,,,,,,,,,586,0,0,0,0,0,0,0,433,153,0,0,0,0,,,,
1013744,,,,,,,,,,,,,,1472,0,603,0,0,0,0,0,141,728,0,0,0,460,,,,
1014059,,,,,,,,,,,,,,114,,0,0,,,,,38,76,0,,,,,,,
1014125,,,,,,,,,,,,,,3005,0,380,0,0,0,0,0,682,1606,337,0,0,0,,,,
1014246,,,,,,,,,,,,,,5906,0,5449,9,0,5449,0,0,321,127,0,0,0,0,INTRAFI RECIPRICAL DEPOSIT,,,
1014255,,,,,,,,,,,,,,261,0,0,83,0,0,0,0,79,99,0,0,0,0,,,,
1014376,,,,,,,,,,,,,,1247,0,37,0,0,0,0,0,252,958,0,0,0,0,,,,
1014451,,,,,,,,,,,,,,537,0,440,0,240,0,0,0,88,9,0,200,0,0,,,,
1014554,,,,,,,,,,,,,,868,0,325,0,0,0,0,0,384,159,0,325,0,0,,,,
1014657,,,,,,,,,,,,,,1722,,874,0,,,,,524,204,120,873,,,,,,
1014853,,,,,,,,,,,,,,1157,0,62,0,0,0,0,0,449,591,55,0,0,0,,,,
1015252,,,,,,,,,,,,,,5640,0,2206,0,0,1516,0,0,468,2966,0,0,0,0,Directors Deferred Compensation,,,
1015270,,,,,,,,,,,,,,3825,0,2389,0,157,0,0,0,485,887,64,297,0,0,,,,
1015458,,,,,,,,,,,,,,348,0,19,46,0,0,0,0,127,156,0,0,0,0,MN Ag Loan Fund,,,
1015560,,,,,,,,,,,,,,123798,,96406,0,861,41947,,,14687,12572,133,,,52878,Syndication loan payable,,,
1015841,,,,,,,,,,,,,,1046,0,335,0,0,232,0,0,365,346,0,0,0,0,CARDHOLDER SUSPENSE,,,
1015850,,,,,,,,,,,,,,2568,0,1058,0,0,0,0,0,677,702,131,1035,0,0,,,,
1016174,,,,,,,,,,,,,,2354,,1124,231,386,,,,25,798,176,731,,,,,,
1016231,,,,,,,,,,,,,,10095,,5738,0,,3112,,,2461,1012,884,,,1492,SERP,,,
1016259,,,,,,,,,,,,,,5302,0,2216,0,0,0,0,0,1086,0,2000,0,0,1698,,,,
1016558,,,,,,,,,,,,,,245,0,0,0,0,0,0,0,178,67,0,0,0,0,,,,
1016718,,,,,,,,,,,,,,350,0,0,0,0,0,0,0,94,256,0,0,0,0,,,,
1016848,,,,,,,,,,,,,,273,,0,0,,,,,63,210,0,,,,,,,
1016857,,,,,,,,,,,,,,7040,0,1478,0,689,0,0,0,560,4458,544,0,0,758,,,,
1016941,,,,,,,,,,,,,,577,0,77,0,0,0,0,0,401,99,0,77,0,0,,,,
1017425,,,,,,,,,,,,,,1979,0,223,0,0,0,0,0,301,1455,0,0,0,0,,,,
1017555,,,,,,,,,,,,,,240,0,0,0,0,0,0,0,149,91,0,0,0,0,,,,
1017564,,,,,,,,,,,,,,519,0,335,0,0,0,0,0,13,171,0,272,0,0,,,,
1017854,,,,,,,,,,,,,,340,0,200,0,0,0,0,0,97,43,0,200,0,0,,,,
1017939,,,,,,,,,,,,,,268478,,190618,0,,,,,12099,54043,11718,,,,,,,
1017957,,,,,,,,,,,,,,3752,0,2139,0,0,0,0,0,877,405,331,1523,0,601,,,,
1018927,,,,,,,,,,,,,,30279,0,16242,0,0,4050,0,0,325,12126,1586,0,0,5979,Low Income Housing Tax Credit Partnership Funding Obligation,,,
1157415,,,,,,,,,,,,,,34176,0,3607,0,1645,0,0,0,28478,946,1145,1920,0,0,,,,
1160509,,,,,,,,,,,,,,2431,0,1117,0,0,0,0,0,649,665,0,859,0,0,,,,
1162017,,,,,,,,,,,,,,10711,0,7705,0,0,0,0,0,136,2138,732,4286,0,3417,,,,
1163283,,,,,,,,,,,,,,637,0,232,0,0,0,0,0,283,76,46,232,0,0,,,,
1169650,,,,,,,,,,,,,,6198,0,295,0,0,215,0,0,5634,268,1,0,0,0,Loan fee in processing,,,
1176881,,,,,,,,,,,,,,93401,,28326,8426,27419,,,,17785,37426,1438,,,,,,,
1176920,,,,,,,,,,,,,,154,0,48,0,0,0,0,0,106,0,0,0,0,0,,,,
1187001,,,,,,,,,,,,,,20938,,9818,0,,,,,3292,4478,3350,,,6720,,,,
1187551,,,,,,,,,,,,,,181,0,107,0,0,0,0,0,0,64,10,0,0,0,,,,
1188772,,,,,,,,,,,,,,10405,,4190,0,,815,,,1144,4596,475,,742,2633,Mortgage loan repurchase reserve,0,,
1188987,,,,,,,,,,,,,,4159,,3080,0,525,,,,328,751,0,2555,,,,,,
1190476,,,,,,,,,,,,,,164247,,100152,0,27007,,,,5632,52590,5873,,,27656,DERIVATIVES,,,
1191352,,,,,,,,,,,,,,1597,0,942,0,0,0,0,0,379,221,55,902,0,0,,,,
1211371,,,,,,,,,,,,,,18074,,3185,0,,,,,2742,11655,492,,,2775,,,,
1216022,5880000,0,5104000,0,0,1472000,0,0,516000,5000,0,0,0,,,,,,,,,255000,,,,,,Merchant Promo Deferred Revenue,,,
1216826,,,,,,,,,,,,,,62884,,11168,0,,8537,,,0,51716,0,,,,Payroll Liabilities,,,
1218446,,,,,,,,,,,,,,4349,0,1824,0,0,0,0,0,156,2336,33,1796,0,0,0,0,0,
1222519,,,,,,,,,,,,,,5202,0,0,0,0,0,0,0,3039,2163,0,0,0,0,,,,
1222948,,,,,,,,,,,,,,1629,,99,0,,2,80,,466,1061,3,,,,Due from FNMA,Reserve for Loans Sold,,
1225752,,,,,,,,,,,,,,3095,0,2391,0,0,0,0,0,397,307,0,2327,0,0,,,,
1225761,280546,0,69526,196000,69282,0,0,0,13932,0,0,0,0,,,,,,,,,1088,,,,,,,,,
1225798,,,,,,,,,,,,,,620,0,111,66,0,0,0,0,74,369,0,0,0,0,,,,
1228034,,,,,,,,,,,,,,4917,0,3313,0,2259,0,0,0,491,153,960,931,0,0,,,,
1293078,,,,,,,,,,,,,,899,0,38,0,0,0,0,0,153,688,20,0,0,0,,,,
1356768,,,,,,,,,,,,,,61693,,30205,0,,,,,5551,21059,4878,112,,24157,,,,
1369870,,,,,,,,,,,,,,1831,0,36,1653,0,0,0,0,0,142,0,0,0,0,,,,
1386251,,,,,,,,,,,,,,105159,,71572,0,,,,,15961,17626,0,,,,,,,
1387203,,,,,,,,,,,,,,897,0,557,0,0,0,525,0,143,145,52,0,0,0,,LEASE LIABILITY,,
1387605,,,,,,,,,,,,,,38421,0,13571,0,117,0,0,0,14272,7859,2719,7690,3275,0,,,,
1391778,,,,,,,,,,,,,,326165,,256422,0,,134815,,,7002,62741,0,,,,Tax Reserve,,,
1394621,,,,,,,,,,,,,,8106,0,1119,0,0,700,0,0,4958,2029,0,0,0,0,Unfunded Commitments Allowance,,,
1394676,10156506,0,7222780,0,0,3293063,2821929,0,2646391,0,0,0,0,,,,,,,,,287335,,,,,,Due to Affiliates,Deferred Fee Income,,
1396764,,,,,,,,,,,,,,6638,0,2789,0,70,0,0,0,2048,1801,0,1940,0,779,,,,
1397471,,,,,,,,,,,,,,2908,0,1658,0,0,0,0,0,281,719,250,0,0,1338,FR BTF,,,
1402384,,,,,,,,,,,,,,1767,0,111,570,0,0,0,0,482,423,181,0,0,0,,,,
1404481,,,,,,,,,,,,,,2748,0,2091,0,0,0,0,0,397,0,260,0,518,1306,,,,
1404883,,,,,,,,,,,,,,3048,0,2166,0,0,0,0,0,546,336,0,0,0,2166,,,,
1414819,,,,,,,,,,,,,,9831,,6033,0,,,,,1466,2267,65,,,5511,,,,
1418255,,,,,,,,,,,,,,641,0,333,25,0,0,0,0,8,243,32,264,0,0,,,,
1429028,,,,,,,,,,,,,,11055,0,9292,0,0,0,0,0,793,545,425,0,0,8334,,,,
1435092,,,,,,,,,,,,,,1088,0,2,0,0,0,0,0,89,941,56,0,0,0,,,,
1436204,,,,,,,,,,,,,,45512,,34328,0,,,,,2595,7462,1127,10888,,23015,,,,
1440117,,,,,,,,,,,,,,5745,0,1673,0,0,469,442,664,2303,1579,190,0,0,0,Debit card Suspense (COF),Escrow Accounts,Inclearing In-process Acct,
1443266,65000,0,14000,0,6000,0,0,0,26000,0,0,0,0,,,,,,,,,25000,,,,,,,,,
1444021,899509,0,253429,406586,0,0,0,0,239494,0,0,0,168618,,,,,,,,,0,,,,,,,,,
1445943,,,,,,,,,,,,,,10863,,6427,0,,,,1674,824,2717,895,,,2676,,,FISERV DEBIT CREDIT CARD AND ICS SETTLEMENT,
1447639,,,,,,,,,,,,,,28252,0,12550,0,0,0,0,0,2939,9627,3136,9317,0,0,,,,
1456501,3038000,0,1714000,0,0,0,0,0,631000,215000,0,0,0,,,,,,,,,478000,,,,,,,,,
1458608,,,,,,,,,,,,,,55988,,1159,0,,,1116,,10510,44319,0,,,,Derivatives with a negative fair value,Factoring Payable,,
1459717,,,,,,,,,,,,,,8575,,1472,0,,1392,,,5015,2088,0,,,,ATM/DEBIT CARD SETTLEMENT ACCOUNT,PAYABLE TO TWAIN HTC FUND LLC,,
1459735,,,,,,,,,,,,,,15270,500,5395,0,162,951,0,0,1609,8071,195,3695,0,0,Lease Liability,,,
1459799,,,,,,,,,,,,,,2748,0,1617,0,0,0,0,0,530,333,268,1457,0,0,,,,
1462986,,,,,,,,,,,,,,846,0,150,0,0,0,0,0,696,0,0,0,0,145,,,,
1469677,,,,,,,,,,,,,,17984,0,7868,0,0,0,0,0,5752,3084,1280,3753,3239,0,,,,
1470150,,,,,,,,,,,,,,1224,,362,0,,,,,506,321,35,,,,,,,
1474309,,,,,,,,,,,,,,371,0,39,0,0,0,0,0,263,69,0,0,0,0,,,,
1479470,,,,,,,,,,,,,,4324,0,3059,0,0,0,0,0,550,611,104,2567,0,0,,,,
1481745,,,,,,,,,,,,,,5224,0,736,0,0,0,0,0,2602,1886,0,0,0,726,Principal and Interest payable on participation loans,,,
1492817,,,,,,,,,,,,,,517,,15,57,,,,,279,166,0,,,,,,,
1493319,,,,,,,,,,,,,,1653,0,577,0,0,0,0,0,2,1046,28,0,0,577,,,,
1494482,,,,,,,,,,,,,,177,0,0,0,0,0,0,0,20,147,10,0,0,0,,,,
1494914,,,,,,,,,,,,,,49363,,37522,0,,,,,10426,1230,185,,,35144,Shipper's Usance,,,
1629903,,,,,,,,,,,,,,14967,,3760,2562,,,,,0,8645,0,3491,,,,,,
1718188,,,,,,,,,,,,,,47807,0,43284,0,0,0,0,0,663,1768,2092,11470,12534,0,,,,
1718469,,,,,,,,,,,,,,28810,,12970,6284,383,8216,2288,,2626,6820,110,1546,,,Notes Payable - Invest in R/E Ventures,Notes Payable - Equity Investment,,
1820979,,,,,,,,,,,,,,789,,261,0,195,,,,0,528,0,,,66,,,,
1836701,,,,,,,,,,,,,,2023,0,0,0,0,0,0,0,790,750,483,0,0,0,,,,
1842065,,,,,,,,,,,,,,1031662,,601007,0,,175230,,,54834,303314,72507,,196447,,Unfunded Commitments on CRA Investment Tax Credits,,,
1863097,,,,,,,,,,,,,,8787,,5297,0,,,,,602,2113,775,,,4768,,,,
1864197,,,,,,,,,,,,,,23929,,7052,0,,,,,199,16147,531,,,6986,,,,
1867983,,,,,,,,,,,,,,35717,,14844,0,4428,,,,12103,5270,3500,,,10415,,,,
1872941,,,,,,,,,,,,,,3021,0,1013,0,0,0,0,0,555,1453,0,606,0,403,,,,
1879016,,,,,,,,,,,,,,6845,0,4675,0,68,0,0,0,1222,591,357,1128,0,3453,,,,
1883321,,,,,,,,,,,,,,60901,,48809,0,1046,46132,,,3841,8251,0,545,,92,Payable Securities,,,
1885932,,,,,,,,,,,,,,13427,,3736,0,,,,,5524,4160,7,,,2708,,,,
1890525,,,,,,,,,,,,,,28987,0,16121,0,0,0,0,0,1384,10842,640,5923,0,5061,,,,
1892154,,,,,,,,,,,,,,4529,0,3521,0,0,1894,0,0,580,278,150,509,0,977,ESCROW BALANCES PAYABLE,,,
1893049,52000,0,18000,0,0,17000,0,0,30000,0,0,0,0,,,,,,,,,4000,,,,,,Affiliate Payable,,,
1917301,232351,0,189519,0,0,0,0,0,27111,9253,0,78751,0,,,,,,,,,6468,,,,,,,,,
1918344,,,,,,,,,,,,,,93324,,56477,0,,27946,,,14875,20782,1190,,,19149,Commitments to Fund Affordable Housing Project,,,
1929247,,,,,,,,,,,,,,520196,,274236,0,,,,,50439,145273,50248,65970,,111841,,,,
1940747,,,,,,,,,,,,,,2017,0,807,0,0,0,0,0,90,1120,0,0,0,343,,,,
1945247,,,,,,,,,,,,,,514,0,185,0,0,0,0,0,4,325,0,0,0,144,,,,
2002222,,,,,,,,,,,,,,4156,0,1987,0,0,0,0,0,1525,644,0,1831,0,0,,,,
2006024,,,,,,,,,,,,,,6283,0,1886,0,0,0,0,1805,2250,1847,300,0,0,0,Payable to OREO tenant to terminate lease agreement,,Lease liabilities,
2007991,,,,,,,,,,,,,,4303,0,0,0,0,0,0,0,687,3616,0,0,0,0,,,,
2009605,,,,,,,,,,,,,,17384,,5268,0,24,3980,,,8031,2345,1740,262,,780,LOAN PAYMENTS OWED TO PARTICIPATING BANKS,,,
2010722,,,,,,,,,,,,,,3701,0,1842,0,0,1030,0,0,1207,482,170,261,0,551,SBA Payments Due to Participants,,,
2037185,,,,,,,,,,,,,,3166,0,1767,0,0,0,0,0,660,636,103,1480,0,0,,,,
2044811,,,,,,,,,,,,,,19379,,7668,0,,,,,3510,5415,2786,,3906,,,,,
2044820,,,,,,,,,,,,,,651,0,308,0,307,0,0,0,122,160,61,0,0,0,,,,
2051127,,,,,,,,,,,,,,1976,0,681,0,0,0,0,0,571,724,0,681,0,0,,,,
2059990,,,,,,,,,,,,,,410,0,42,0,0,0,0,0,123,245,0,0,0,0,,,,
2068107,,,,,,,,,,,,,,11151,0,6079,0,0,1582,0,0,906,3962,204,1193,0,1463,INT RATE SWAP,,,
2107181,,,,,,,,,,,,,,57779,0,0,0,0,0,0,0,0,57779,0,0,0,0,,,,
2107341,,,,,,,,,,,,,,486,0,69,0,0,0,0,0,290,113,14,0,0,0,,,,
2119773,,,,,,,,,,,,,,41756,,23376,0,,,,,5140,8125,5115,,6886,,,,,
2121196,,,,,,,,,,,,,,429073,0,255325,0,0,165372,0,0,260,173361,127,0,0,0,Credit Card Revenue Share,,,
2122997,,,,,,,,,,,,,,1959,,1957,0,,1957,,,2,0,0,,,,Payable to Non-Affiliate,,,
2123930,,,,,,,,,,,,,,662,0,356,0,0,0,0,0,241,65,0,356,0,0,,,,
2132594,,,,,,,,,,,,,,3614,0,2878,0,405,0,0,0,372,320,44,0,0,2467,,,,
2132941,,,,,,,,,,,,,,26813,0,1230,0,0,0,0,0,1756,23179,648,1230,0,0,,,,
2140348,,,,,,,,,,,,,,172860,0,123503,427,123500,0,0,0,11,48864,55,0,0,0,,,,
2142155,,,,,,,,,,,,,,45314,,36738,0,10625,,,,1321,4430,2825,,18288,,,,,
2163477,,,,,,,,,,,,,,9716,0,8153,0,0,3436,2651,0,0,1563,0,0,0,0,Accrued Compensation,Deferred Income Management Fees,,
2164111,,,,,,,,,,,,,,1729,0,399,0,0,0,0,0,1088,156,86,339,0,0,,,,
2182786,40970000,0,34135000,0,0,17588000,0,0,4863000,491000,0,0,0,,,,,,,,,1481000,,,,,,Trade date payable,,,
2193616,186895,0,90880,0,0,67683,0,0,65494,17947,0,0,0,,,,,,,,,12574,,,,,,Unsettled Loan Purchase Payable,,,
2209553,,,,,,,,,,,,,,99376,,76962,0,,26360,,,4915,16815,684,,,32468,RETIREMENT LIABILITY,,,
2218443,,,,,,,,,,,,,,1786,0,1,0,1,0,0,0,1209,576,0,0,0,0,,,,
2232757,,,,,,,,,,,,,,2045,926,1528,0,0,0,0,0,55,462,0,497,0,0,,,,
2233875,,,,,,,,,,,,,,4869,0,3850,0,0,0,0,0,302,200,517,0,0,2647,,,,
2236821,,,,,,,,,,,,,,7681,0,2814,0,0,0,0,0,684,3948,235,0,0,1753,,,,
2239288,,,,,,,,,,,,,,156798,,99316,0,,,,,5475,29792,22215,,48153,,,,,
2262718,,,,,,,,,,,,,,4363,,4005,0,,3394,,,0,358,0,,,,Reserve for Production Incentive,,,
2265456,,,,,,,,,,,,,,86637,0,57439,0,0,31372,0,0,12,29186,0,0,0,26067,Defered Income,,,
2297998,,,,,,,,,,,,,,17837,0,11056,0,0,0,0,0,4712,1500,569,3858,0,6548,,,,
2298995,,,,,,,,,,,,,,16955,,6023,0,,,,,2171,4983,3778,,2451,,,,,
2304636,,,,,,,,,,,,,,636,,139,92,,,,,106,251,48,,,,,,,
2305969,,,,,,,,,,,,,,4437,0,1266,0,0,0,0,0,1270,1772,129,473,0,640,,,,
2316714,,,,,,,,,,,,,,1928,0,0,0,0,0,0,0,508,796,624,0,0,0,,,,
2317672,,,,,,,,,,,,,,1905,0,1207,0,0,1201,0,0,325,298,75,0,0,0,Operating lease obligation,,,
2325882,,,,,,,,,,,,,,11092,0,8817,0,8278,0,0,0,0,2275,0,0,0,0,,,,
2328137,,,,,,,,,,,,,,19280,,8721,0,,,,,5486,4583,490,5340,,3287,,,,
2328285,,,,,,,,,,,,,,1538,0,976,0,0,773,0,0,0,562,0,0,0,0,Accrued Net Payroll,,,
2329200,,,,,,,,,,,,,,4226,,3339,0,196,1722,,,210,634,43,354,,650,Deferred revenues-CDFI Awards,,,
2332910,,,,,,,,,,,,,,7822,0,3726,0,0,0,0,0,3144,785,167,0,0,3457,,,,
2333140,,,,,,,,,,,,,,949,0,176,0,0,0,0,0,19,699,55,0,0,169,,,,
2337335,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
2339599,,,,,,,,,,,,,,6283,0,4019,0,0,0,0,0,687,1233,344,1756,0,1867,,,,
2339795,,,,,,,,,,,,,,18674,,9791,0,,,,,2221,3629,3033,,4977,,,,,
2343167,,,,,,,,,,,,,,3778,0,1542,0,0,0,0,0,92,2064,80,0,1370,0,,,,
2344753,,,,,,,,,,,,,,10036,0,2,0,0,0,0,0,1729,4251,4054,0,0,0,,,,
2353595,,,,,,,,,,,,,,50555,0,10817,0,1362,0,0,0,812,38485,441,9452,0,0,,,,
2354985,,,,,,,,,,,,,,164826,,90563,0,,23365,,,25359,43969,4935,,,,Low Income Housing Tax Credit Commitments,,,
2356091,,,,,,,,,,,,,,3528,0,975,0,22,0,0,0,752,1801,0,908,0,0,,,,
2358769,,,,,,,,,,,,,,3921,0,935,0,0,518,0,0,831,2000,155,394,0,0,MB Repurchase Obligation Reserve,,,
2362458,218265,0,39384,96948,39284,0,0,0,81847,0,0,0,0,,,,,,,,,86,,,,,,,,,
2371816,,,,,,,,,,,,,,4512,0,3411,0,0,0,0,0,719,382,0,3411,0,0,,,,
2385514,,,,,,,,,,,,,,57930,,20337,0,,11655,,,14261,23332,0,,,6452,SWAP Liability,,,
2390929,,,,,,,,,,,,,,23117,,7758,0,236,1000,788,5235,3900,7522,3937,,,,Allowance for Potential Mortgage Repurchases,Low-Income Investments,Supplemental Executive Retirement Plan,
2391588,,,,,,,,,,,,,,902,0,227,0,0,121,0,0,380,259,36,0,0,0,Loan Participation Processing Liabilities,,,
2396592,,,,,,,,,,,,,,3840,0,1969,0,0,0,0,0,1465,4,402,942,0,0,Deferred Loan Fees,,,
2396604,,,,,,,,,,,,,,2570,0,480,0,278,0,0,0,657,1395,38,0,0,0,,,,
2398701,,,,,,,,,,,,,,7000,0,1249,0,0,567,0,0,3954,1641,156,0,0,0,Accrued Expenses,,,
2434113,,,,,,,,,,,,,,40695,0,27704,0,0,0,0,0,1362,8444,3185,10465,0,14072,,,,
2451240,,,,,,,,,,,,,,589223,,585200,0,1072,,,,25,3969,29,,577664,1282,,,,
2465881,,,,,,,,,,,,,,12960,0,4350,0,0,0,0,0,3266,3940,1404,2520,0,0,,,,
2467670,,,,,,,,,,,,,,649,0,399,0,198,0,0,0,0,246,4,0,0,0,,,,
2471239,,,,,,,,,,,,,,103389,,80601,0,,23209,,,5708,15297,1783,,,41270,Arena Naming Rights Liability,,,
2482824,,,,,,,,,,,,,,20233,0,4090,0,0,1567,1156,0,1759,13884,500,0,0,0,Lease Liability ASC Topic 842,FIS EFT Settlement,,
2483438,,,,,,,,,,,,,,7338,0,3025,0,0,672,0,0,1286,2536,491,0,0,2349,Deferred Comp,,,
2489805,1342000,0,576000,0,0,297000,190000,0,358000,12000,0,0,0,,,,,,,,,396000,,,,,,Unfunded LIHTC,Intercompany Payables,,
2490285,,,,,,,,,,,,,,877,0,500,0,0,0,0,0,40,317,20,0,0,0,,,,
2497181,,,,,,,,,,,,,,10977,0,2149,0,0,0,0,0,1526,4035,3267,0,0,1145,,,,
2502825,,,,,,,,,,,,,,112,0,57,0,0,0,0,0,0,55,0,0,0,0,,,,
2505424,,,,,,,,,,,,,,1525,0,160,0,0,0,0,0,648,694,23,0,0,0,,,,
2505451,,,,,,,,,,,,,,1507,0,3,0,0,0,0,0,722,624,158,0,0,0,,,,
2505460,,,,,,,,,,,,,,6033,0,3420,0,0,0,0,0,774,1770,69,3372,0,0,,,,
2508751,,,,,,,,,,,,,,82394,,11404,48102,,,,,2743,16207,3938,,3810,7530,,,,
2515320,,,,,,,,,,,,,,11477,0,4507,0,0,580,554,0,1139,5542,289,0,0,3254,Cash Held as Collateral,Loan funding Payable,,
2529176,,,,,,,,,,,,,,1416,0,116,0,0,0,0,0,709,526,65,0,0,0,,,,
2531562,,,,,,,,,,,,,,425,0,13,0,0,0,0,0,97,315,0,0,0,0,,,,
2531991,571,0,38,0,0,0,0,0,533,0,0,0,0,,,,,,,,,0,,,,,,,,,
2533043,,,,,,,,,,,,,,1417,0,708,0,47,0,0,0,652,57,0,0,0,0,,,,
2533119,,,,,,,,,,,,,,8486,0,7065,0,0,0,0,0,355,1066,0,6973,0,0,,,,
2536633,,,,,,,,,,,,,,975,0,0,0,0,0,0,0,155,737,83,0,0,0,,,,
2539960,,,,,,,,,,,,,,4800,0,840,0,1,0,0,0,3083,877,0,0,0,0,ESCROW RESERVE,,,
2562137,,,,,,,,,,,,,,906,0,49,0,0,0,0,0,428,424,5,0,0,0,,,,
2562164,,,,,,,,,,,,,,53523,,7410,0,,,,,474,40982,4657,,,6257,,,,
2567123,,,,,,,,,,,,,,215138,0,64355,114541,0,55430,0,0,0,36242,0,0,0,0,Deferred fee income,,,
2568063,,,,,,,,,,,,,,9129,0,1152,0,0,676,463,0,19,7873,85,0,0,0,Other Liability Expense,Intercompany,,
2576134,,,,,,,,,,,,,,71619,0,44815,0,0,0,0,0,13845,12529,430,20229,0,0,,,,
2577739,,,,,,,,,,,,,,1698,0,658,0,0,614,0,0,958,82,0,0,0,0,Accrued Salary,,,
2580243,,,,,,,,,,,,,,12911,,10531,0,,595,7240,,642,1317,421,,,2352,Post-retirement benefit liability,Due to Counterparty,,
2587916,,,,,,,,,,,,,,1287,0,134,0,0,0,0,0,211,942,0,0,0,41,,,,
2594240,,,,,,,,,,,,,,40585,0,23757,0,0,0,0,0,2833,9178,4817,0,0,23523,,,,
2594419,,,,,,,,,,,,,,5309,,2011,0,,1805,,,61,3012,225,,,,ASCT 842 Right of Use Liability,,,
2596646,,,,,,,,,,,,,,14631,0,2826,0,0,0,0,0,2566,9176,63,0,0,2662,,,,
2597223,,,,,,,,,,,,,,5597,0,4741,103,0,757,864,0,0,753,0,0,0,3119,Accrued Compensation Expense,Accrued Advisor Fees,Dividends Payable,
