IDRSSD,RCFD1578,RCFD1752,RCFD2148,RCFD2160,RCFD2166,RCFD2168,RCFD3549,RCFD3550,RCFD3551,RCFDB556,RCFDC010,RCFDFT33,RCFDFT34,RCFDFT35,RCFDHT80,RCFDK201,RCFDK202,RCFDK270,RCON1578,RCON1752,RCON2148,RCON2160,RCON2166,RCON2168,RCON3549,RCON3550,RCON3551,RCONB556,RCONC010,RCONFT33,RCONFT34,RCONFT35,RCONHT80,RCONK201,RCONK202,RCONK270,TEXT3549,TEXT3550,TEXT3551,
1188772,,,,,,,,,,,,,,,,,,,,701,2070,44490,,26744,8668,,,2702,4644,,,,0,10178,2095,0,Annuities,,,
1188987,,,,,,,,,,,,,,,,,,,,0,246,19946,,205,,,,1860,,,,,0,6773,0,10862,,,,
1190476,,,,,,,,,,,,,,,,,,,,56599,81368,485906,,119448,,,,85599,,,,,0,66784,36314,39794,,,,
1191352,,,,,,,,,,,,,,,,,,,0,279,0,4591,0,98,0,0,0,1072,0,0,0,0,0,2310,0,832,,,,
1211371,,,,,,,,,,,,,,,,,,,,1046,4383,23579,,8194,3730,,,3161,,,,,0,5588,0,1207,Loan Pymts in Process of Collection,,,
1216022,0,24000,2549000,3704000,0,1113000,447000,0,0,18000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Contract costs related to retailer partner agreements,,,
1216826,,,,,,,,,,,,,,,,,,,,5320,0,6558,,723,636,,,515,,,,,0,0,0,0,Accounts receivable,,,
1218446,,,,,,,,,,,,,,,,,,,0,460,929,12630,0,2377,899,0,0,1038,0,0,0,0,0,7826,0,0,Visa Settlement Account,0,0,
1222519,,,,,,,,,,,,,,,,,,,0,686,9969,15411,883,1006,0,0,0,3750,0,0,0,0,0,0,0,0,,,,
1222948,,,,,,,,,,,,,,,,,,,,1035,0,6125,700,819,,,,4271,,,,,0,0,0,0,,,,
1225752,,,,,,,,,,,,,,,,,,,0,785,4442,12453,1210,1500,0,0,0,888,0,0,255,0,0,4838,0,0,,,,
1225761,0,35376,974,86063,0,9969,3479,0,0,39744,0,0,5044,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Current Income Tax Receivable,,,
1225798,,,,,,,,,,,,,,,,,,,0,804,0,1637,0,355,291,0,0,478,0,0,0,0,0,0,0,0,Accd FIT,,,
1228034,,,,,,,,,,,,,,,,,,,0,688,0,7623,1253,1261,0,0,0,3192,0,0,0,0,0,2482,0,0,,,,
1293078,,,,,,,,,,,,,,,,,,,0,1149,0,4672,0,475,297,0,0,667,0,0,0,0,0,2381,0,0,Deposit Rec Fiserv,,,
1356768,,,,,,,,,,,,,,,,,,,,2482,48619,156516,6373,18691,4806,,,20343,,374,1848,,0,59689,0,6692,Total Taxes Receivable,,,
1369870,,,,,,,,,,,,,,,,,,,0,412,0,1284,0,387,321,0,0,64,0,0,0,0,0,421,0,0,Accrued Trust Income,,,
1386251,,,,,,,,,,,,,,,,,,,,7400,17404,275426,,119096,,,,47406,,,,,0,79749,3779,592,,,,
1387203,,,,,,,,,,,,,,,,,,,0,1336,0,2654,342,460,0,0,0,858,0,0,0,0,0,0,0,0,,,,
1387605,,,,,,,,,,,,,,,,,,,0,6446,14147,93768,2354,9404,0,0,0,16596,3275,0,0,0,0,42370,0,4805,Prefunding Security Deposits,,,
1391778,,,,,,,,,,,,,,,,,,,,0,244703,584882,,173913,154912,,,166266,,,,,0,0,0,0,Contractual Payments,,,
1394621,,,,,,,,,,,,,,,,,,,0,911,4235,11582,440,990,0,0,0,5446,0,0,0,0,0,0,0,0,,,,
1394676,,137306,1556683,2311650,,435814,,114487,,26477,,,192390,,0,0,155370,0,,,,,,,,,,,,,,,,,,,,Other Investments,,
1396764,,,,,,,,,,,,,,,,,,,0,327,6068,10137,444,725,0,0,0,3017,0,0,281,0,0,0,0,0,,Security Payments Receivable,,
1397471,,,,,,,,,,,,,,,,,,,0,586,1593,4868,0,1272,0,0,0,1225,0,0,0,0,0,192,0,0,,,,
1402384,,,,,,,,,,,,,,,,,,,0,121,0,3956,185,219,0,0,0,879,0,0,0,0,0,2737,0,0,,,,
1404481,,,,,,,,,,,,,,,,,,,0,247,2443,5958,0,1932,1246,0,0,1336,0,0,0,0,0,0,0,0,Lease Assets,,,
1404883,,,,,,,,,,,,,,,,,,,0,811,21,1951,103,113,0,0,0,1006,0,0,10,0,0,0,0,0,,,,
1414819,,,,,,,,,,,,,,,,,,,,740,16287,21058,1487,1844,,,,2187,,,,,0,0,0,0,,,,
1418255,,,,,,,,,,,,,,,,,,,0,189,0,788,0,308,0,0,0,291,0,0,0,0,0,0,0,0,,,,
1429028,,,,,,,,,,,,,,,,,,,0,4113,2326,10945,636,736,0,0,0,3770,0,0,0,0,0,0,0,0,,,,
1435092,,,,,,,,,,,,,,,,,,,0,299,0,5251,0,195,0,0,0,1061,0,0,0,0,0,3696,0,0,,,,
1436204,,,,,,,,,,,,,,,,,,,,16743,27358,148144,4561,21824,15491,,,12051,,,,,0,48230,4552,17386,Tax Benefit Recvble,,,
1440117,,,,,,,,,,,,,,,,,,,57,2284,3091,25525,726,1468,0,0,0,2169,0,0,0,0,0,16513,0,0,,,,
1443266,0,40000,37000,120000,0,6000,2000,3000,0,37000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Fees Receivable,Advances Taxes and Insurance,,
1444021,,92310,13264,432790,,327195,,,,21,,,283073,,0,0,0,0,,92310,,,,,,,,,,,,,,,,,,,,
1445943,,,,,,,,,,,,,,,,,,,,4588,32774,74565,1945,5614,2245,,,6821,,,,,0,24768,0,0,FISERV RESERVE FOR DEBIT CARD TRANSACTION,,,
1447639,,,,,,,,,,,,,,,,,,,0,6348,0,37477,2953,5372,0,0,0,9938,0,0,0,0,0,1219,14600,0,,,,
1456501,0,417000,830000,4388000,0,2108000,1336000,0,0,1033000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,RECEIVABLES FROM PENDING TRADES,,,
1458608,,,,,,,,,,,,,,,,,,,,8110,22191,68651,,18538,,,,19812,,,10339,,0,0,0,0,,,,
1459717,,,,,,,,,,,,,,,,,,,,6881,181,18151,,4278,1202,1000,802,6811,,,,,0,0,0,0,INVESTMENT IN ST. LOUIS EQUITY FUND LLC,ATM/DEBIT CARD VENDOR RESERVE ACCOUNT,INCOME TAXES RECEIVABLE,
1459735,,,,,,,,,,,,,,,,,,,0,676,4873,30388,655,2131,931,0,0,1821,0,370,140,0,0,19730,0,1157,Right of Use Asset,,,
1459799,,,,,,,,,,,,,,,,,,,0,236,2098,8832,359,475,0,0,0,1266,0,0,0,0,0,3374,0,1383,,,,
1462986,,,,,,,,,,,,,,,,,,,0,167,24,3189,0,87,0,0,0,186,0,0,0,0,0,2725,0,0,,,,
1469677,,,,,,,,,,,,,,,,,,,0,10333,20857,66997,0,5506,0,0,0,7318,3239,0,0,0,0,17144,0,5839,,,,
1470150,,,,,,,,,,,,,,,,,,,,447,762,2293,,101,,,,983,,,,,0,0,0,0,,,,
1474309,,,,,,,,,,,,,,,,,,,0,0,0,547,230,268,0,0,0,279,0,0,0,0,0,0,0,0,,,,
1479470,,,,,,,,,,,,,,,,,,,0,2641,6125,29396,3742,5782,1735,0,0,2236,0,0,0,0,0,10739,0,1873,CRA Limited Partnership,,,
1481745,,,,,,,,,,,,,,,,,,,0,760,0,4244,672,901,0,0,0,2583,0,0,0,0,0,0,0,0,,,,
1492817,,,,,,,,,,,,,,,,,,,,515,0,2701,,594,135,,,1592,,,,,0,0,0,0,Principal Receivables,,,
1493319,,,,,,,,,,,,,,,,,,,0,1732,0,7761,592,1916,0,0,0,1243,0,1,1283,0,0,2870,0,0,,,,
1494482,,,,,,,,,,,,,,,,,,,0,26,0,3828,0,43,0,0,0,151,0,0,0,0,0,3608,0,0,,,,
1494914,,,,,,,,,,,,,,,,,,,,3626,10775,23956,1238,4976,2206,,,4579,,1142,,,0,0,0,0,Prepaid Corporation Income Tax,Customer's Liability on Acceptance,,
1629903,,,,,,,,,,,,,,,,,,,,1244,0,35423,,34174,17986,,,5,,,11853,,0,0,0,0,Net Pension Asset,,,
1718188,,,,,,,,,,,,,,,,,,,0,4929,4783,48005,0,21513,0,0,0,12930,13592,0,0,0,0,2104,1746,0,,,,
1718469,,,,,,,,,,,,,,,,,,,,44736,0,71983,293,18967,612,12062,,8280,859,,,,0,0,0,0,Receivable for payments on securities,Loan servicing payments receivable,,
1820979,,,,,,,,,,,,,,,,,,,,69,0,333,166,232,66,,,32,,,,,0,0,0,0,Right to use,,,
1836701,,,,,,,,,,,,,,,,,,,0,3106,799,5988,516,552,0,0,0,1531,0,0,0,0,0,0,0,0,Reserve for federal taxes,,,
1842065,,,,,,,,,,,,,,,,,,,,505484,262434,1250490,,172010,,,,241963,,,134096,,0,45645,22954,0,,,,
1863097,,,,,,,,,,,,,,,,,,,,2660,10979,46119,,16101,6999,,,4073,6166,,,,0,8768,0,3538,Low Income Housing Tax Credit,,,
1864197,,,,,,,,,,,,,,,,,,,,6285,15087,67704,514,999,,,,8350,,,,,0,35965,0,1018,,,,
1867983,,,,,,,,,,,,,,,,,,,,4059,42881,76017,2837,5094,,,,19409,,,,,0,4574,0,0,,,,
1872941,,,,,,,,,,,,,,,,,,,0,1127,0,6645,670,786,0,0,0,4732,0,0,0,0,0,0,0,0,,,,
1879016,,,,,,,,,,,,,,,,,,,0,1241,0,8564,159,483,0,0,0,1490,0,142,0,0,0,5350,0,0,,,,
1883321,,,,,,,,,,,,,,,,,,,,15000,207329,267602,21596,26522,,,,18751,,1434,3401,,0,0,0,0,,,,
1885932,,,,,,,,,,,,,,,,,,,9432,1733,20179,71251,,16019,,,,20510,,,,,0,12810,0,0,,,,
1890525,,,,,,,,,,,,,,,,,,,0,14957,13050,82688,1315,15944,12756,0,0,13254,614,0,0,0,0,14796,10474,213,Accounts Rceivable,,,
1892154,,,,,,,,,,,,,,,,,,,0,950,0,12051,438,528,0,0,0,2288,0,0,38,0,0,7134,0,1151,,,,
1893049,0,116000,491000,660000,0,3000,0,0,0,50000,0,0,2000,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
1917301,,40275,20243,601715,,484806,176628,,,46905,,,128135,,0,5713,0,3773,,40275,,,,,,,,,,,,,,,,,Receivable from affiliates,,,
1918344,,,,,,,,,,,,,,,,,,,,15074,55140,120701,1298,3097,,,,36618,,,,,0,10772,0,0,,,,
1929247,,,,,,,,,,,,,,,,,,,,197353,162409,1678169,,156548,,,,159861,,,,,0,641268,48,360682,,,,
1940747,,,,,,,,,,,,,,,,,,,0,1287,0,4429,350,1385,0,0,0,1739,0,0,1025,0,0,18,0,0,,,,
1945247,,,,,,,,,,,,,,,,,,,0,15,29,680,125,384,0,0,0,252,0,0,181,0,0,0,0,0,,,,
2002222,,,,,,,,,,,,,,,,,,,0,279,4343,16344,245,247,0,0,0,2648,0,0,0,0,0,5072,0,3755,,,,
2006024,,,,,,,,,,,,,,,,,,,0,3156,0,7437,710,794,0,0,0,3487,0,0,0,0,0,0,0,0,,,,
2007991,,,,,,,,,,,,,,,,,,,0,1350,5494,16025,0,372,148,120,0,2687,0,0,0,0,0,6122,0,0,ACCRUED STATE TAXES RECEIVABLE,FNMA RECEIVABLE,,
2009605,,,,,,,,,,,,,,,,,,,,10133,0,30757,1299,8860,,,,11764,,256,,,0,0,0,0,,,,
2010722,,,,,,,,,,,,,,,,,,,0,485,0,10809,1073,1154,0,0,0,1148,0,0,0,0,0,8022,0,0,,,,
2037185,,,,,,,,,,,,,,,,,,,0,271,419,9839,197,603,0,0,0,417,0,0,0,0,0,8005,0,124,,,,
2044811,,,,,,,,,,,,,,,,,,,,16191,7356,78300,,30752,20934,,,16181,,,,,0,7820,0,0,Operating Lease Equipment,,,
2044820,,,,,,,,,,,,,,,,,,,0,196,0,1190,236,309,0,0,0,685,0,0,0,0,0,0,0,0,,,,
2051127,,,,,,,,,,,,,,,,,,,0,1125,0,15608,594,1374,740,0,0,1327,0,0,0,0,0,11782,0,0,Loans Hold Over,,,
2059990,,,,,,,,,,,,,,,,,,,0,1436,0,2916,327,407,0,0,0,621,0,0,0,0,0,452,0,0,,,,
2068107,,,,,,,,,,,,,,,,,,,0,548,4297,36002,0,12552,0,0,0,8272,0,0,0,0,0,10333,0,0,,,,
2107181,,,,,,,,,,,,,,,,,,,0,0,2414,11965,2,9501,9499,0,0,50,0,0,0,0,0,0,0,0,RECEIVABLE FROM CITI,,,
2107341,,,,,,,,,,,,,,,,,,,0,1046,0,1947,107,127,0,0,0,774,0,0,0,0,0,0,0,0,,,,
2119773,,,,,,,,,,,,,,,,,,,,31008,8227,127379,,36578,19879,,,29621,,,,,0,19707,0,2238,Operating Lease Equipment,,,
2121196,,,,,,,,,,,,,,,,,,,0,63748,161789,1456527,0,1004309,747626,0,0,226681,0,0,0,0,0,0,0,0,Credit Card Loss Share,,,
2122997,,,,,,,,,,,,,,,,,,,,60,0,2759,,2699,2699,,,0,,,,,0,0,0,0,Receivable from Affiliate,,,
2123930,,,,,,,,,,,,,,,,,,,0,98,256,2595,224,224,0,0,0,499,0,0,0,0,0,1518,0,0,,,,
2132594,,,,,,,,,,,,,,,,,,,0,990,684,8539,1488,2998,1501,0,0,1885,0,0,0,0,0,0,0,1982,DEFERRED LOAN FEES,,,
2132941,,,,,,,,,,,,,,,,,,,0,4806,27651,90904,3979,7235,0,0,0,10226,0,170,496,0,0,17940,10803,12243,,,,
2140348,,,,,,,,,,,,,,,,,,,0,816,0,9391,52,6465,2920,0,0,2110,0,0,3097,0,0,0,0,0,Servicing Accounts Receivable,,,
2142155,,,,,,,,,,,,,,,,,,,,7022,6355,94494,,32387,,,,12224,13934,,10174,,0,35268,1238,0,Accrued Income Taxes,,,
2163477,,,,,,,,,,,,,,,,,,,0,256,917,12762,0,11589,3711,3487,3234,0,0,0,0,0,0,0,0,0,Trust Fee Receivable,Settlement Trust Fee Receivable,Tax Prep Fee Receivable,
2164111,,,,,,,,,,,,,,,,,,,0,901,254,2155,0,568,0,0,0,432,0,0,0,0,0,0,0,0,,,,
2182786,0,1593000,1918000,53622000,0,48073000,21008000,15506000,0,2037000,0,0,0,0,1000,0,0,0,,1593000,,,,,,,,,,,,,,,,,Trade date receivable,Receivable from affiliates,,
2193616,0,111498,333013,847953,0,127918,0,0,0,160964,0,0,100953,0,0,55892,58668,0,,111498,,,,,,,,,,,,,,,,,,,,
2209553,,,,,,,,,,,,,,,,,,,,32549,22598,163552,4198,13710,,,,14441,,,,,101,78916,0,1237,,,,
2218443,,,,,,,,,,,,,,,,,,,0,1614,456,6168,365,913,530,0,0,2244,0,0,0,0,0,941,0,0,Interest Rate Swap,,,
2232757,,,,,,,,,,,,,,,,,,,0,489,0,5968,196,260,0,0,0,906,0,0,60,0,0,4313,0,0,,,,
2233875,,,,,,,,,,,,,,,,,,,0,1514,632,3665,0,715,0,0,0,804,0,0,0,0,0,0,0,0,,,,
2236821,,,,,,,,,,,,,,,,,,,0,5764,25104,44731,0,6898,0,0,0,6452,0,0,1923,0,0,0,513,0,,COLLATERAL FOR SWAPS,UNREALIZED GAINS CASH FLOW HEDGES,
2239288,,,,,,,,,,,,,,,,,,,,25633,21973,324872,,170402,52790,,,59293,,,48249,,0,18628,0,28943,Operating Lease Equipment,,,
2262718,,,,,,,,,,,,,,,,,,,,1602,1106,11645,,8937,,,,0,,,5570,,0,0,0,0,,,,
2265456,,,,,,,,,,,,,,,,,,,0,10478,8605,57926,0,38541,0,0,0,302,0,0,34626,0,0,0,0,0,,,,
2297998,,,,,,,,,,,,,,,,,,,0,4161,10093,31375,1310,2072,0,0,0,3951,0,0,600,0,0,0,11098,0,,,,
2298995,,,,,,,,,,,,,,,,,,,,14068,6385,86484,,46886,12928,25000,,19145,,,,,0,0,0,0,Operating Lease Equipment,Receivable from Affiliates,,
2304636,,,,,,,,,,,,,,,,,,,,1941,0,6925,215,355,,,,555,,,,,0,2623,0,1451,,,,
2305969,,,,,,,,,,,,,,,,,,,0,488,3013,13621,0,2173,0,0,0,1513,0,0,0,0,0,4608,0,1826,,,,
2316714,,,,,,,,,,,,,,,,,,,0,1450,0,13904,218,401,0,0,0,2252,0,0,0,0,0,9801,0,0,,,,
2317672,,,,,,,,,,,,,,,,,,,0,3249,454,6346,240,1183,418,0,0,1460,0,0,355,0,0,0,0,0,Accrued Fed Income Tax,Non Processed Debits,,
2325882,,,,,,,,,,,,,,,,,,,0,2867,2415,12699,0,6234,0,0,0,1183,0,0,6040,0,0,0,0,0,,,,
2328137,,,,,,,,,,,,,,,,,,,,4654,10637,57241,780,5277,,,,6106,2592,,1020,,0,24080,0,6487,,,,
2328285,,,,,,,,,,,,,,,,,,,0,452,76,857,0,237,0,0,0,92,0,0,0,0,0,0,0,0,,,,
2329200,,,,,,,,,,,,,,,,,,,,806,2915,9738,,1325,842,124,,920,,,,,0,3772,0,0,Core flex credits receivable,Accounts Receivable,,
2332910,,,,,,,,,,,,,,,,,,,0,4044,4195,13704,0,1793,1150,0,0,3672,0,0,0,0,0,0,0,0,Prepaid Tax,,,
2333140,,,,,,,,,,,,,,,,,,,0,1236,0,4919,275,470,0,0,0,494,0,0,172,0,0,2719,0,0,,,,
2337335,,,,,,,,,,,,,,,,,,,0,90,0,3049,0,2959,2959,0,0,0,0,0,0,0,0,0,0,0,Inter-company receivable,,,
2339599,,,,,,,,,,,,,,,,,,,0,2354,2352,17618,577,3724,1196,0,0,1837,0,0,0,0,0,7351,0,0,INVESTMENT IN BROADWAY-MONONA LIHTC,,,
2339795,,,,,,,,,,,,,,,,,,,,14346,8989,52051,,12147,6913,3291,,13664,,,,,0,1746,0,1159,Operating Lease Equipment,Non-equity investments,,
2343167,,,,,,,,,,,,,,,,,,,0,1053,0,10257,0,2027,0,0,0,2016,1370,0,0,0,0,2738,0,2423,,,,
2344753,,,,,,,,,,,,,,,,,,,0,4553,7552,35551,1810,3576,0,0,0,9217,0,0,0,0,0,10653,0,0,,,,
2353595,,,,,,,,,,,,,,,,,,,0,12776,14846,122555,3502,13417,0,0,0,9983,0,13,194,0,0,34794,34962,1777,,,,
2354985,,,,,,,,,,,,,,,,,,,,94691,11379,858393,,346427,198147,,,112788,,,,,0,201109,0,91999,Leased equipment,,,
2356091,,,,,,,,,,,,,,,,,,,1,1156,6,15574,629,904,0,0,0,2507,156,0,0,0,0,11001,0,0,ICS In Process,,,
2358769,,,,,,,,,,,,,,,,,,,0,2387,5755,34142,1408,3897,0,0,0,4299,0,0,0,0,84,17720,0,0,,,,
2362458,0,8019,0,45553,0,25602,23763,0,0,11932,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Current Income Tax Receivable,,,
2371816,,,,,,,,,,,,,,,,,,,0,2539,953,18408,201,409,173,26,0,1184,0,0,0,0,0,13323,0,0,ST TAX CREDIT,FED TAX CREDIT,,
2385514,,,,,,,,,,,,,,,,,,,,39293,65981,295823,5435,19788,11655,,,35440,,,,,0,112125,0,23196,SWAP Asset,,,
2390929,,,,,,,,,,,,,,,,,,,,9198,12299,116677,1416,16947,3965,10000,,8814,,665,,,0,67918,0,1501,Low-Income Investments,Change Lending Preferred Stock Investment,,
2391588,,,,,,,,,,,,,,,,,,,0,1989,413,7466,554,639,0,0,0,1080,0,0,0,0,0,3345,0,0,,,,
2396592,,,,,,,,,,,,,,,,,,,47,3925,1390,12669,415,489,0,0,0,1461,0,0,0,0,0,5404,0,0,State Tax Receivable,,,
2396604,,,,,,,,,,,,,,,,,,,5,839,0,8143,320,694,0,0,0,2197,0,0,0,0,0,4413,0,0,,,,
2398701,,,,,,,,,,,,,,,,,,,0,7685,8180,21438,0,5190,0,0,0,383,0,0,3579,0,0,0,0,0,,,,
2434113,,,,,,,,,,,,,,,,,,,0,22669,16771,109494,0,13580,6847,0,0,11149,0,0,0,0,0,30657,0,14668,INTERCOMPANY DUE FROM TOTAL,,,
2451240,,,,,,,,,,,,,,,,,,,,4401,4626,236878,,211204,,,,2643,197196,,,,0,13110,894,0,,,,
2465881,,,,,,,,,,,,,,,,,,,48,5159,2679,26503,2596,2644,0,0,0,10042,0,0,0,0,0,3128,0,2851,,,,
2467670,,,,,,,,,,,,,,,,,,,0,26,0,616,134,210,0,0,0,380,0,0,63,0,0,0,0,0,,,,
2471239,,,,,,,,,,,,,,,,,,,,21648,10075,118214,,48446,23426,,,38045,,,,,0,0,0,0,Arena Naming Rights,,,
2482824,,,,,,,,,,,,,,,,,,,123,1180,0,48698,2315,4981,1567,0,0,15225,0,0,0,0,0,24701,0,2611,Right of Use Asset ASC Topic 842,,,
2483438,,,,,,,,,,,,,,,,,,,0,8282,4677,26781,1715,2136,0,0,0,3569,0,0,0,0,0,8117,0,0,,,,
2489805,0,422000,439000,2063000,0,494000,315000,0,0,708000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,TBD by Client 08,,,
2490285,,,,,,,,,,,,,,,,,,,0,87,0,1417,1,95,0,0,0,1235,0,0,0,0,0,0,0,0,,,,
2497181,,,,,,,,,,,,,,,,,,,0,6495,12673,46226,976,2404,1011,0,0,8328,0,0,0,0,0,11020,0,5306,EFT Settlement Deposit,,,
2502825,,,,,,,,,,,,,,,,,,,0,68,0,138,0,43,0,0,0,27,0,0,0,0,0,0,0,0,,,,
2505424,,,,,,,,,,,,,,,,,,,0,803,1196,11803,1174,1546,0,0,0,1170,0,0,0,0,0,7088,0,0,,,,
2505451,,,,,,,,,,,,,,,,,,,0,365,4372,7174,550,567,0,0,0,1870,0,0,0,0,0,0,0,0,,,,
2505460,,,,,,,,,,,,,,,,,,,66,1861,1409,9367,541,608,0,0,0,2939,0,0,0,0,0,2550,0,0,,,,
2508751,,,,,,,,,,,,,,,,,,,,40676,0,131690,,60731,19546,,,26068,,,19833,,0,3015,0,1200,Operating Lease Equipment,,,
2515320,,,,,,,,,,,,,,,,,,,0,4541,5366,36095,577,2685,0,0,0,7982,0,31,1412,0,0,15521,0,0,,,,
2529176,,,,,,,,,,,,,,,,,,,0,601,1539,8068,174,174,0,0,0,689,0,0,0,0,0,5065,0,0,,,,
2531562,,,,,,,,,,,,,,,,,,,0,744,0,5541,331,334,0,0,0,473,0,0,0,0,0,3990,0,0,,,,
2531991,0,4603,4,6499,0,847,709,0,0,1045,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Current Income Tax Receivable,,,
2533043,,,,,,,,,,,,,,,,,,,0,406,2000,2761,109,150,0,0,0,205,0,0,0,0,0,0,0,0,,,,
2533119,,,,,,,,,,,,,,,,,,,0,1439,4433,27477,0,7168,6973,0,0,528,0,0,0,0,0,11227,0,2682,DEFERRED COMPENSATION,,,
2536633,,,,,,,,,,,,,,,,,,,0,432,792,6205,330,330,0,0,0,1062,0,0,0,0,0,3589,0,0,,,,
2539960,,,,,,,,,,,,,,,,,,,0,4140,175,15550,56,85,0,0,0,9531,0,0,29,0,0,1619,0,0,,,,
2562137,,,,,,,,,,,,,,,,,,,0,125,267,3061,146,175,0,0,0,2494,0,0,0,0,0,0,0,0,,,,
2562164,,,,,,,,,,,,,,,,,,,,7215,2346,220116,9882,173806,143485,7100,,23617,,408,12721,,0,13132,0,0,Credit Enhancement,Internally Developed Computer Software,,
2567123,,,,,,,,,,,,,,,,,,,0,35155,577,153812,0,114550,0,0,0,3530,0,0,113438,0,0,0,0,0,,,,
2568063,,,,,,,,,,,,,,,,,,,0,1616,0,16672,211,12345,0,0,0,2711,0,0,0,0,0,0,0,0,,,,
2576134,,,,,,,,,,,,,,,,,,,0,4882,12554,125537,0,100679,86472,0,0,7422,0,0,0,0,0,0,0,0,Funds on deposit with partner,,,
2577739,,,,,,,,,,,,,,,,,,,0,437,2309,5226,96,347,0,0,0,1245,0,0,0,0,0,0,0,888,,,,
2580243,,,,,,,,,,,,,,,,,,,,3740,1520,35144,1077,3000,,,,3189,1596,,,,0,18509,0,5186,,,,
2587916,,,,,,,,,,,,,,,,,,,0,588,6881,20039,771,840,0,0,0,2874,0,0,0,0,0,8856,0,0,,,,
2594240,,,,,,,,,,,,,,,,,,,0,40127,14845,159432,0,25190,18192,0,0,15781,0,0,0,0,0,58173,0,5316,Def Tax - AFS,,,
2594419,,,,,,,,,,,,,,,,,,,,1209,0,10711,685,2508,48,,,1096,,,,,0,4080,1818,0,ASC 942 Right of Use Asset,,,
2596646,,,,,,,,,,,,,,,,,,,0,17277,16633,63519,0,2856,0,0,0,13716,0,0,0,0,0,6391,0,6646,,,,
2597223,,,,,,,,,,,,,,,,,,,0,150,0,2657,102,2333,2188,0,0,174,0,0,43,0,0,0,0,0,Fiduciary Fees Receivable,,,
2597232,,,,,,,,,,,,,,,,,,,0,455,199,1451,0,797,0,0,0,0,0,0,748,0,0,0,0,0,,,,
2598396,,,,,,,,,,,,,,,,,,,,390,1178,2402,233,352,,,,482,,,119,,0,0,0,0,,,,
2600039,,,,,,,,,,,,,,,,,,,0,27043,16168,147180,6753,103969,11714,0,0,0,0,0,85502,0,0,0,0,0,Other assets and advances,,,
2602828,,,,,,,,,,,,,,,,,,,0,37,0,2667,0,392,251,0,0,300,0,0,0,0,0,1938,0,0,Prepaid salary for President.,,,
2605566,,,,,,,,,,,,,,,,,,,,0,0,8145,,4773,1356,2249,,3372,,,,,0,0,0,0,Motorcycle processing fees receivable,Motorcycle loan intercompany receivable,,
2607412,,,,,,,,,,,,,,,,,,,0,266,0,910,0,144,0,0,0,500,0,0,0,0,0,0,0,0,,,,
2608754,,,,,,,,,,,,,,,,,,,,21513,21543,201725,,52202,,,,20466,29520,,,,0,69948,14717,1336,,,0,
2610784,,,,,,,,,,,,,,,,,,,0,456,0,977,120,125,0,0,0,396,0,0,0,0,0,0,0,0,,,,
2614344,,,,,,,,,,,,,,,,,,,0,362,2023,13130,571,917,338,0,0,1570,0,0,0,0,0,8258,0,0,ATM Transactions in Process,,,
2615190,,,,,,,,,,,,,,,,,,,4218,0,222276,860251,17968,580108,325765,125274,,57867,,553,,,0,0,0,0,Due from Visa - Merchant Sales Transactions,Due from MasterCard,,
2615220,,,,,,,,,,,,,,,,,,,0,935,0,9691,120,509,387,0,0,1466,0,0,0,0,0,6781,0,0,Right of Use Lease,,,
2618780,,,,,,,,,,,,,,,,,,,,76145,196083,689696,,140654,,,,144207,,48175,,,0,48168,21423,63016,,,,
2619714,,,,,,,,,,,,,,,,,,,0,6025,997,19078,260,346,0,0,0,2594,0,0,0,0,0,9116,0,0,,,,
2621285,,,,,,,,,,,,,,,,,,,0,460,1170,6347,0,889,0,0,0,714,0,0,0,0,0,3114,0,0,,,,
2621940,,,,,,,,,,,,,,,,,,,0,404,2074,6722,306,494,178,0,0,1200,0,0,0,0,0,629,827,1094,Cash Items not in the process of Collection,,,
2624400,,,,,,,,,,,,,,,,,,,,10500,6505,57069,,29238,25000,,,7663,,,,,0,2193,0,970,Receivable from Affiliates,,,
2625724,,,,,,,,,,,,,,,,,,,0,2763,2889,25338,1845,5537,2497,0,0,3922,0,0,7,0,0,10227,0,0,ROU ASSETS,,,
2631172,,,,,,,,,,,,,,,,,,,,2220,0,22995,,7641,,,,1430,,,,,0,11704,0,0,,,,
2631846,,,,,,,,,,,,,,,,,,,,10176,0,39537,1398,3246,,,,4333,,,897,,0,21782,0,0,,,,
2634191,,,,,,,,,,,,,,,,,,,,137465,154751,670457,25191,89020,41507,,,101428,,,,,0,161794,5907,20092,Electronic Settlement Deposit,,,
2634351,,,,,,,,,,,,,,,,,,,0,10211,8626,87640,2468,5298,0,0,0,8662,0,0,2755,0,0,23690,31153,0,,,,
2641827,,,,,,,,,,,,,,,,,,,0,74,40,1531,0,1386,1218,0,0,31,0,0,0,0,0,0,0,0,Accrued Fees,,,
